hour,timestamp,Tair_C,Tinternal_C,T100_C,T50_C,T25_C,T10_C,T5_C,T0_C,T5s_C,T10s_C,T25s_C,T50s_C,Site_Name
11/30/23 16:00,2023-11-30T21:27:03Z,-1.3,3.6223529411764708,-0.258125,0.504375,4.67,1.5162499999999999,0.47,-0.04812500000000001,0.35625,0.39125,0.5700000000000001,1.506875,E1
11/30/23 17:00,2023-11-30T22:31:00Z,0.6625,8.69875,1.14875,0.91625,0.8225,0.97,1.15875,1.2037499999999999,1.47625,0.45375,0.82125,2.3137499999999998,E1
11/30/23 18:00,2023-11-30T23:31:51Z,1.1285714285714286,7.107142857142858,0.9671428571428571,1.0114285714285713,0.91,0.9385714285714285,1.0642857142857143,1.1442857142857144,1.42,0.5800000000000001,0.9657142857142856,2.8057142857142856,E1
11/30/23 19:00,2023-12-01T00:30:00Z,2.3,6.207142857142857,2.35,2.2685714285714287,2.16,2.144285714285714,2.1985714285714284,2.2157142857142857,2.18,0.8242857142857143,1.0514285714285714,3.1,E1
11/30/23 20:00,2023-12-01T01:30:37Z,1.7,6.33,1.1275,1.00125,0.7575,0.6875,0.64125,0.75125,0.9937499999999999,0.7975,1.145,3.33,E1
11/30/23 21:00,2023-12-01T02:31:00Z,-0.7857142857142857,3.8128571428571427,-0.4742857142857143,-0.8228571428571428,-1.18,-1.2957142857142856,-1.377142857142857,-1.1628571428571428,-0.31285714285714283,0.5357142857142857,1.2328571428571429,3.4828571428571427,E1
11/30/23 22:00,2023-12-01T03:27:00Z,-1.1571428571428573,1.8842857142857143,-0.5,-0.8842857142857142,-1.2871428571428571,-1.457142857142857,-1.5542857142857143,-1.3485714285714285,-0.44,0.5514285714285715,1.31,3.6471428571428572,E1
11/30/23 23:00,2023-12-01T04:28:00Z,-1.3625,0.875,-0.94875,-1.345,-1.7037499999999999,-1.8925,-1.96125,-1.7037499999999999,-0.64125,0.56,1.3712499999999999,3.69,E1
12/13/23 00:00,2023-12-13T05:32:00Z,-2.5,-0.6428571428571429,-2.5185714285714287,-2.6885714285714286,-2.6,-2.6,-2.67,-2.4114285714285715,-1.7771428571428571,0.19,2.4828571428571427,4.397142857142857,E1
12/13/23 01:00,2023-12-13T06:28:00Z,-2.5428571428571427,-0.9014285714285715,-2.77,-2.9285714285714284,-2.8657142857142857,-2.8485714285714288,-2.902857142857143,-2.652857142857143,-1.9314285714285713,0.12571428571428572,2.4657142857142857,4.388571428571429,E1
12/13/23 02:00,2023-12-13T07:28:00Z,-3.325,-1.3225,-2.96125,-3.02625,-3.04,-3.04,-3.08125,-2.78125,-1.94125,0.10125,2.44,4.38,E1
12/13/23 03:00,2023-12-13T08:28:00Z,-2.9571428571428573,-1.3385714285714285,-2.341428571428571,-2.242857142857143,-2.3585714285714285,-2.367142857142857,-2.392857142857143,-2.117142857142857,-1.4114285714285715,0.19857142857142857,2.44,4.38,E1
12/13/23 04:00,2023-12-13T09:28:37Z,-2.6875,-1.1575,-1.9625,-1.83,-1.96875,-2.01,-2.05,-1.7925,-1.18875,0.235,2.44,4.38,E1
12/13/23 05:00,2023-12-13T10:29:00Z,-2.5285714285714285,-0.9828571428571429,-2.19,-2.18,-2.2057142857142855,-2.242857142857143,-2.287142857142857,-2.0542857142857143,-1.4314285714285713,0.18,2.44,4.359999999999999,E1
